date,dsa_count,news_count,sentiment_mean,sentiment_min,sentiment_max,sentiment_std,sentiment_neg_mean,sentiment_pos_mean,negative_news_pct,positive_news_pct
2025-01-10,1360732,25,-0.24376799999999998,-0.9246,0.9287,0.6123061859690787,0.15592,0.07696,0.64,0.32
2025-01-11,1520085,25,0.202708,-0.872,0.9387,0.5895679013786284,0.0908,0.13696,0.32,0.6
2025-01-12,1534608,25,-0.153296,-0.9552,0.8214,0.5315624264223348,0.09688000000000001,0.050600000000000006,0.52,0.36
2025-01-13,1240011,25,-0.06633200000000002,-0.9595,0.8779,0.5847006322691981,0.11216000000000001,0.08075999999999998,0.44,0.44
2025-01-14,1860145,25,-0.25204,-0.9552,0.5267,0.5290164768700498,0.14596,0.08548,0.6,0.4
2025-01-15,1348210,25,0.12966,-0.8658,0.8658,0.5795845601808246,0.06327999999999999,0.09571999999999999,0.36,0.52
2025-01-16,1322666,25,-0.03674399999999999,-0.9118,0.8225,0.6015496322532331,0.09168,0.07772,0.44,0.36
2025-01-17,1340056,25,0.019355999999999988,-0.9349,0.8979,0.5145539630242877,0.08112,0.0758,0.36,0.4
2025-01-18,1391009,25,-0.05218000000000002,-0.8481,0.8402,0.4878401098720769,0.07296,0.06523999999999999,0.44,0.4
2025-01-19,1491227,25,0.08230399999999999,-0.872,0.9022,0.4558946654480616,0.047240000000000004,0.07668,0.24,0.52
2025-01-20,1378886,25,-0.036824,-0.9169,0.9186,0.535859483282698,0.09140000000000001,0.06792,0.44,0.4
2025-01-21,1490366,25,-0.0016719999999999936,-0.891,0.7506,0.54500360697522,0.08167999999999999,0.07708,0.4,0.36
2025-01-22,1696513,25,0.07342,-0.9287,0.8271,0.5288768892663017,0.0694,0.08484,0.36,0.44
2025-01-23,2138053,25,0.010159999999999988,-0.9062,0.8689,0.6328863544112797,0.08768,0.09704,0.4,0.48
2025-01-24,2224600,25,-0.21299600000000002,-0.9509,0.8689,0.4949806763743409,0.11896,0.07156000000000001,0.6,0.24
2025-01-25,2676417,25,-0.06742799999999999,-0.9432,0.9501,0.6167664754313418,0.10888000000000002,0.08936,0.44,0.44
2025-01-26,2803755,25,0.020803999999999996,-0.8176,0.8689,0.4972444255936913,0.08231999999999999,0.09712,0.36,0.36
2025-01-27,2502795,25,-0.03362399999999999,-0.9509,0.9153,0.5456578182560935,0.07468,0.07152,0.4,0.32
2025-01-28,2528920,25,-0.025448,-0.9246,0.8779,0.5048966960636602,0.0802,0.086,0.48,0.4
2025-01-29,2610215,25,0.057128000000000005,-0.91,0.9153,0.6116702755700983,0.07583999999999999,0.09848000000000001,0.44,0.44
2025-01-30,2683668,25,0.045128,-0.8658,0.9313,0.5261988905499516,0.07248000000000002,0.07540000000000001,0.4,0.4
2025-01-31,2487052,25,-0.061252000000000015,-0.9001,0.9118,0.654324408299125,0.09876,0.07912,0.48,0.44
2025-02-01,2409421,25,-0.22874000000000003,-0.9628,0.936,0.6351303066300646,0.11028,0.06672,0.64,0.28
2025-02-02,2641811,25,0.044856,-0.9062,0.9042,0.5312204258723492,0.07339999999999999,0.07647999999999999,0.4,0.44
2025-02-03,2823722,25,0.016216000000000005,-0.91,0.93,0.611908137994585,0.09284,0.10524000000000001,0.36,0.48
2025-02-04,3092516,25,0.022515999999999994,-0.9287,0.9412,0.5810552061069585,0.0816,0.08948,0.44,0.48
2025-02-05,2688863,25,-0.141104,-0.9726,0.9246,0.5644820064306745,0.12632,0.07311999999999999,0.52,0.28
2025-02-06,2645042,25,-0.165144,-0.875,0.8934,0.5759428256901895,0.11676,0.08352,0.64,0.28
2025-02-07,2780240,25,0.17731599999999997,-0.8176,0.8658,0.5452719759386135,0.08572,0.12984,0.32,0.56
2025-02-08,2987965,25,0.061135999999999996,-0.8316,0.8832,0.5746243774014465,0.07955999999999999,0.08404000000000002,0.32,0.44
2025-02-09,3085707,25,0.581584,-0.5106,0.9325,0.4060589441743649,0.02936,0.17516,0.08,0.84
2025-02-10,2885163,25,-0.08840800000000001,-0.9169,0.8225,0.46581898279911266,0.08248,0.07375999999999999,0.6,0.2
2025-02-11,3107523,25,0.10216400000000002,-0.875,0.926,0.5551627155204139,0.056159999999999995,0.0806,0.32,0.52
2025-02-12,3312222,25,-0.030855999999999998,-0.8807,0.9246,0.548560302668722,0.0732,0.07596,0.4,0.4
2025-02-13,2602014,25,-0.226896,-0.9517,0.9712,0.6279040681378009,0.13787999999999997,0.06387999999999999,0.64,0.32
2025-02-14,2898749,25,-0.18798,-0.9565,0.8735,0.5674437071639794,0.11776,0.06912000000000001,0.56,0.32
2025-02-15,3532667,25,0.111904,-0.926,0.93,0.5329317926189054,0.08547999999999999,0.09700000000000002,0.28,0.56
2025-02-16,3659792,25,-0.13074,-0.9657,0.891,0.6444908564130293,0.11475999999999999,0.06739999999999999,0.52,0.36
2025-02-17,3546964,25,0.024984000000000006,-0.9552,0.9501,0.5984871003989978,0.09284,0.085,0.4,0.4
2025-02-18,3523550,25,0.19513999999999998,-0.7845,0.936,0.4841284094122137,0.05351999999999999,0.09748,0.2,0.72
2025-02-19,3425778,25,-0.138104,-0.891,0.9325,0.5696016063741394,0.10216000000000001,0.07396,0.64,0.28
2025-02-20,3721892,25,-0.033944,-0.936,0.8305,0.5357534620177457,0.08052,0.08716000000000002,0.4,0.44
2025-02-21,3523182,25,-0.007495999999999987,-0.9413,0.8442,0.5496865888704217,0.07464,0.06416000000000001,0.4,0.4
2025-02-22,3333563,25,0.17688800000000002,-0.9153,0.979,0.6213296756601925,0.0628,0.12187999999999999,0.36,0.56
2025-02-23,3565307,25,-0.190848,-0.9618,0.6597,0.5477185365641737,0.11356,0.04596,0.64,0.28
2025-02-24,3673639,25,-0.205604,-0.9698,0.9601,0.6040107677715688,0.12924,0.060759999999999995,0.56,0.4
2025-02-25,3729076,25,0.158728,-0.7351,0.8126,0.4602527023451356,0.037720000000000004,0.07632,0.36,0.44
2025-02-26,3707295,25,0.019116,-0.9246,0.9042,0.6027651878998986,0.08460000000000001,0.07092000000000001,0.36,0.48
2025-02-27,3795703,25,-0.055956,-0.9325,0.7506,0.4908054955519549,0.06380000000000001,0.04024,0.32,0.32
2025-02-28,3592837,25,-0.050616,-0.9601,0.9601,0.5279947209433064,0.08544,0.08824,0.48,0.32
2025-03-01,3610309,25,0.17298,-0.765,0.9565,0.5221271423705149,0.05335999999999999,0.10379999999999999,0.32,0.48
2025-03-02,3643275,25,0.16606400000000002,-0.6369,0.9132,0.44303310113805267,0.04164,0.0858,0.32,0.52
2025-03-03,3703717,25,-0.07239599999999999,-0.8979,0.8906,0.49322338588513825,0.08088000000000001,0.07272,0.44,0.32
2025-03-04,3794408,25,-0.091508,-0.9451,0.7506,0.465476589245904,0.07196,0.048119999999999996,0.52,0.28
2025-03-05,3670742,25,-0.09584399999999998,-0.9477,0.9201,0.5745200125878993,0.09648,0.06875999999999999,0.44,0.36
2025-03-06,3410356,25,-0.136444,-0.926,0.91,0.5885670280129529,0.09552,0.06488000000000001,0.52,0.36
2025-03-07,3440709,25,-0.17794399999999996,-0.9674,0.8555,0.6621391636687864,0.13388,0.066,0.52,0.4
2025-03-08,3417084,25,-0.06595600000000001,-0.9652,0.875,0.507918524237894,0.08144,0.07892,0.48,0.44
2025-03-09,3540291,25,-0.1335,-0.8316,0.8316,0.5574665981025231,0.09348000000000001,0.0508,0.56,0.32
2025-03-10,3811267,25,-0.16743199999999997,-0.9468,0.8225,0.5427981877051544,0.09627999999999998,0.047400000000000005,0.52,0.24
2025-03-11,3959561,25,-0.251604,-0.9529,0.9403,0.5438733907666379,0.13011999999999999,0.07336000000000001,0.68,0.28
2025-03-12,3930416,25,-0.05066399999999999,-0.9337,0.6808,0.43071564344007757,0.08776,0.06776,0.44,0.44
2025-03-13,3899267,25,-0.19220800000000002,-0.8625,0.802,0.47341500434185646,0.08752,0.04292,0.56,0.16
2025-03-14,3767169,25,-0.009751999999999983,-0.8519,0.9042,0.5282720345579538,0.08264,0.08991999999999999,0.44,0.44
2025-03-15,3496563,25,-0.191296,-0.9118,0.8442,0.5842789145468112,0.11132,0.05532,0.56,0.28
2025-03-16,3572449,25,0.08434000000000001,-0.9042,0.9628,0.5352566920646579,0.06844,0.11071999999999999,0.36,0.48
2025-03-17,3775493,25,0.06402399999999998,-0.946,0.9774,0.57834852349081,0.07768000000000001,0.09783999999999998,0.36,0.52
2025-03-18,3793054,25,-0.07794,-0.9741,0.8442,0.5948897968531651,0.10244,0.07196,0.48,0.4
2025-03-19,3811907,25,-0.176176,-0.8807,0.6908,0.48824706965224074,0.0978,0.05408,0.6,0.28
2025-03-20,3829032,25,-0.46366,-0.9732,0.8338,0.454553623679319,0.16688,0.038919999999999996,0.8,0.12
2025-03-21,3519830,25,-0.143092,-0.9442,0.8519,0.6082306956542065,0.1264,0.08904,0.52,0.4
2025-03-22,3728991,25,-0.293848,-0.9666,0.8126,0.5909291619949044,0.14632,0.05376,0.56,0.2
2025-03-23,3512647,25,-0.115428,-0.9313,0.8271,0.443432770570692,0.0912,0.06564,0.48,0.28
2025-03-24,3614609,25,-0.24295999999999998,-0.936,0.9517,0.5550710686029313,0.12187999999999999,0.08192,0.6,0.28
2025-03-25,3722511,25,-0.17049599999999998,-0.9588,0.9666,0.6206861651301727,0.13148,0.09336000000000003,0.56,0.4
2025-03-26,3672689,25,-0.22688,-0.9442,0.7717,0.5232776463790518,0.11616,0.05392,0.52,0.2
2025-03-27,3736543,25,-0.16706800000000002,-0.9833,0.9136,0.5724059774111377,0.12404,0.07468,0.52,0.32
2025-03-28,3805644,25,-0.20678000000000002,-0.9485,0.9229,0.5450811550585839,0.11272000000000001,0.06484,0.6,0.24
2025-03-29,3503312,25,-0.013583999999999987,-0.9325,0.8984,0.5832628139561102,0.09112,0.08872,0.4,0.48
2025-03-30,3602594,25,-0.004916000000000005,-0.9432,0.7717,0.4838214097619079,0.07928,0.06888,0.4,0.44
2025-03-31,3741254,25,0.13252799999999998,-0.9552,0.9628,0.5417971410186657,0.055,0.09444,0.36,0.56
2025-04-01,3716763,25,0.064376,-0.8316,0.93,0.6207678685499113,0.07448,0.11456,0.36,0.44
2025-04-02,3543824,25,-0.214056,-0.9661,0.7269,0.5241954315558273,0.10916000000000001,0.04604,0.6,0.24
2025-04-03,3288170,25,-0.17282,-0.9538,0.8807,0.5821241826277276,0.10880000000000001,0.05448,0.52,0.36
2025-04-04,3112932,25,-0.147392,-0.927,0.9393,0.6131481980206743,0.09996000000000001,0.06524,0.48,0.28
2025-04-05,2954742,25,0.002556000000000007,-0.9001,0.9565,0.5869035737359246,0.08295999999999999,0.08484,0.48,0.36
2025-04-06,3326671,25,-0.09252,-0.9673,0.9531,0.6189055378650283,0.10120000000000001,0.08512,0.48,0.36
2025-04-07,3284203,25,0.06696,-0.763,0.8807,0.5082543166565336,0.0718,0.09051999999999999,0.36,0.36
2025-04-08,3272990,25,-0.18061999999999998,-0.9153,0.928,0.5985834504895704,0.10020000000000001,0.06348000000000001,0.52,0.32
2025-04-09,3509410,25,-0.114236,-0.91,0.8957,0.554180764646338,0.09416000000000001,0.0718,0.44,0.32
2025-04-10,3385868,25,-0.16255599999999998,-0.9801,0.6808,0.5558532332045933,0.12636,0.06024,0.52,0.36
2025-04-11,3278309,25,-0.27834400000000004,-0.9666,0.8883,0.5497776976778886,0.13048,0.06684,0.64,0.32
2025-04-12,3176469,25,0.008167999999999993,-0.8834,0.8834,0.5435653688159318,0.09304,0.09160000000000001,0.32,0.48
2025-04-13,3375175,25,0.159384,-0.9571,0.9186,0.6373865067162938,0.0758,0.11539999999999999,0.32,0.56
2025-04-14,3655494,25,-0.111668,-0.9846,0.802,0.5551868966177066,0.12572,0.08148,0.44,0.4
2025-04-15,3669252,25,-0.10374799999999999,-0.9349,0.875,0.531688858728486,0.11811999999999999,0.07452,0.48,0.44
2025-04-16,3742275,25,-0.276808,-0.8658,0.6597,0.47071392324425665,0.11008,0.036520000000000004,0.6,0.2
2025-04-17,3616711,25,0.04023999999999999,-0.9349,0.743,0.49797288681212354,0.06436,0.0634,0.32,0.44
2025-04-18,3606081,25,-0.134696,-0.8442,0.8074,0.508238208307876,0.07268000000000001,0.057,0.44,0.32
2025-04-19,3535698,25,-0.14356800000000003,-0.91,0.6808,0.5034569484831846,0.09288,0.05512,0.56,0.28
2025-04-20,3574021,25,-0.135296,-0.8176,0.9001,0.4577945115267329,0.08460000000000001,0.062119999999999995,0.56,0.24
2025-04-21,3592255,25,-0.046384,-0.9558,0.8126,0.5975221727634883,0.10264,0.08824,0.48,0.48
2025-04-22,3677122,25,0.129528,-0.967,0.872,0.5668224155906327,0.057440000000000005,0.07351999999999999,0.24,0.52
2025-04-23,3733309,25,-0.016040000000000002,-0.8934,0.7003,0.5301730260961981,0.09803999999999999,0.07908,0.44,0.4
2025-04-24,3597377,25,0.13968,-0.9839,0.9403,0.6720154516080713,0.09799999999999999,0.11808,0.36,0.56
2025-04-25,3391886,25,-0.187944,-0.9661,0.7506,0.5195834693906264,0.09584000000000001,0.043440000000000006,0.6,0.28
2025-04-26,3466467,25,-0.32314400000000004,-0.9274,0.6908,0.47669134842579214,0.12836,0.06,0.64,0.2
2025-04-27,3613186,25,0.16904,-0.9382,0.9274,0.5990944793603092,0.065,0.11124,0.32,0.6
2025-04-28,3628971,25,-0.23561200000000004,-0.9001,0.6486,0.49656942340019283,0.09879999999999999,0.04532,0.56,0.2
2025-04-29,3090053,25,0.009436,-0.9648,0.8689,0.54438002967045,0.08392,0.08148,0.4,0.44
2025-04-30,3386292,25,-0.296068,-0.936,0.6908,0.48312776754808867,0.12356,0.047040000000000005,0.64,0.24
2025-05-01,2601079,25,-0.029883999999999994,-0.8807,0.8481,0.4966072908687507,0.08616,0.08344,0.4,0.4
2025-05-02,1936982,25,-0.21322400000000002,-0.9136,0.8402,0.576828367041705,0.10672000000000001,0.0516,0.56,0.24
2025-05-03,1926880,25,0.0055800000000000025,-0.9816,0.8689,0.5694700244964611,0.08444000000000002,0.07932,0.32,0.52
2025-05-04,2067368,25,-0.024783999999999997,-0.8923,0.7506,0.4509056111249892,0.06863999999999999,0.05156000000000001,0.4,0.4
2025-05-05,1777598,25,-0.032332,-0.9287,0.802,0.5852408015304469,0.08280000000000001,0.06756000000000001,0.52,0.4
2025-05-06,1891232,25,-0.23562800000000003,-0.959,0.8126,0.5033366710423551,0.1158,0.05036,0.64,0.2
2025-05-07,2002392,25,-0.15252,-0.9859,0.93,0.5073038292778796,0.10856000000000002,0.0696,0.52,0.2
2025-05-08,1978602,25,0.174068,-0.926,0.9643,0.601939005361839,0.0766,0.13812000000000002,0.24,0.6
2025-05-09,1751670,25,-0.270664,-0.9413,0.7906,0.5575648625083901,0.13216,0.05776,0.6,0.32
2025-05-10,1876764,25,0.06807600000000001,-0.836,0.8555,0.49054293535224824,0.06416000000000001,0.08248000000000001,0.44,0.36
2025-05-11,1918945,25,0.320004,-0.9246,0.8934,0.5560632557398484,0.06376,0.141,0.24,0.72
2025-05-12,1784684,25,0.09084400000000001,-0.8957,0.891,0.5714339066453793,0.07348,0.11019999999999998,0.36,0.52
2025-05-13,1821697,25,-0.003615999999999997,-0.836,0.7783,0.48943923641653414,0.07616,0.07684,0.4,0.4
2025-05-14,1878407,25,-0.184176,-0.8979,0.875,0.5581905719590756,0.10815999999999999,0.06896,0.56,0.36
2025-05-15,1769587,25,-0.03074,-0.8658,0.839,0.48931470037185676,0.09312,0.08120000000000001,0.44,0.4
2025-05-16,1953588,25,0.004627999999999992,-0.9432,0.9413,0.6072464247865111,0.1114,0.09707999999999999,0.36,0.48
2025-05-17,1991469,25,-0.08244800000000002,-0.9517,0.9422,0.6961718731003141,0.14043999999999998,0.10604000000000001,0.56,0.44
2025-05-18,2215162,25,0.08910400000000002,-0.8885,0.9403,0.6349229405085313,0.09412000000000001,0.11495999999999999,0.36,0.52
2025-05-19,2083828,25,0.057308000000000005,-0.8932,0.891,0.5516811353816623,0.07676,0.07916000000000001,0.36,0.52
2025-05-20,1922936,25,-0.07468399999999999,-0.8807,0.8271,0.585467937759191,0.10032,0.07408000000000001,0.48,0.44
2025-05-21,1923434,25,0.066344,-0.9169,0.9587,0.6929648453305549,0.09276,0.1168,0.44,0.48
2025-05-22,1877496,25,-0.17903199999999997,-0.9753,0.8674,0.6412736693300295,0.12968,0.07368,0.56,0.32
2025-05-23,2013824,25,-0.004128000000000012,-0.9413,0.936,0.691311870298782,0.107,0.09332000000000001,0.4,0.44
2025-05-24,1965660,25,-0.15859199999999998,-0.9325,0.9571,0.6182076207359467,0.121,0.08728000000000001,0.56,0.36
2025-05-25,1939601,25,-0.16274800000000003,-0.9623,0.9217,0.5641441759834095,0.10732,0.071,0.52,0.36
2025-05-26,1838863,25,-0.10277599999999999,-0.91,0.9313,0.5779513102537271,0.09008000000000001,0.07676,0.56,0.32
2025-05-27,1827921,25,-0.067916,-0.8779,0.6996,0.5001711360564501,0.08736000000000001,0.07783999999999999,0.52,0.44
2025-05-28,1973811,25,-0.227136,-0.9186,0.8779,0.5899503042663848,0.12576,0.07007999999999999,0.56,0.32
2025-05-29,1908198,25,-0.23626400000000003,-0.9118,0.8689,0.5296770849338303,0.11552,0.056720000000000007,0.56,0.28
2025-05-30,1896681,25,-0.068536,-0.7906,0.6486,0.45638290755022803,0.0814,0.0626,0.48,0.4
2025-05-31,1915602,25,0.08808400000000001,-0.9217,0.9565,0.6014427518426005,0.09124,0.11348000000000001,0.4,0.48
2025-06-01,2080933,25,-0.18698399999999998,-0.9538,0.7088,0.5268697225538775,0.12924000000000002,0.07028,0.56,0.28
2025-06-02,1965242,25,-0.06714000000000002,-0.9325,0.8467,0.607828121100036,0.10031999999999998,0.07264,0.48,0.4
2025-06-03,1915496,25,-0.037064,-0.8957,0.8555,0.5185078281993436,0.06972,0.07028,0.44,0.44
2025-06-04,2013158,25,-0.103492,-0.9118,0.8689,0.5004884613415178,0.07812000000000001,0.05720000000000001,0.48,0.24
2025-06-05,1830359,25,0.13390799999999997,-0.9246,0.8481,0.5526667660860385,0.071,0.10167999999999999,0.28,0.56
2025-06-06,1544432,25,-0.29728,-0.9393,0.9649,0.6469336874827281,0.16352,0.09015999999999998,0.64,0.28
2025-06-07,1622021,25,0.155136,-0.9022,0.9382,0.6721463429224324,0.085,0.12240000000000001,0.36,0.52
2025-06-08,1759985,25,-0.027399999999999994,-0.8561,0.9349,0.6002458089816205,0.08367999999999999,0.08316000000000001,0.48,0.44
2025-06-09,1667767,25,0.117196,-0.8968,0.8583,0.43170870964575175,0.04076,0.07292000000000001,0.24,0.56
2025-06-10,1625806,25,-0.11279599999999998,-0.8402,0.8519,0.4756678466997743,0.08448,0.06016,0.56,0.24
2025-06-11,1661620,25,-0.07712,-0.9612,0.7717,0.46809636956507156,0.07092000000000001,0.05596,0.4,0.4
2025-06-12,1605323,25,-0.104328,-0.891,0.8555,0.5518695298854612,0.10396,0.08259999999999999,0.56,0.36
2025-06-13,1691991,25,-0.138112,-0.9325,0.9153,0.5965846818817929,0.11155999999999999,0.0774,0.56,0.28
2025-06-14,1726837,25,0.016915999999999997,-0.9337,0.8402,0.5655606157999334,0.0958,0.0802,0.32,0.48
2025-06-15,1605632,25,-0.12330400000000001,-0.9313,0.8176,0.5468006879878626,0.11687999999999998,0.07188,0.52,0.4
2025-06-16,1774850,25,-0.25109200000000004,-0.9217,0.9195,0.5652636920376188,0.13188,0.06431999999999999,0.64,0.28
2025-06-17,1149769,25,-0.19073600000000002,-0.9441,0.9349,0.6926626947540917,0.15216,0.09296000000000001,0.6,0.4
2025-06-18,1119060,25,0.04012800000000001,-0.93,0.9042,0.5710435006337083,0.07916000000000001,0.08800000000000001,0.4,0.48
2025-06-19,1053818,25,-0.151124,-0.9828,0.7297,0.5459640744810963,0.10456,0.05468,0.48,0.4
2025-06-20,1073789,25,-0.2657,-0.9371,0.6705,0.46705989508841367,0.11059999999999999,0.056479999999999995,0.64,0.24
2025-06-21,1112979,25,-0.364152,-0.9393,0.7351,0.577023321622272,0.15968,0.04804,0.6,0.24
2025-06-22,1130102,25,-0.030923999999999986,-0.8957,0.9239,0.5862477546430349,0.09696000000000002,0.09391999999999999,0.52,0.36
2025-06-23,1041601,25,-0.16993200000000003,-0.9661,0.7579,0.508607304485494,0.10555999999999999,0.05256,0.56,0.32
2025-06-24,1043178,25,-0.022083999999999996,-0.9657,0.875,0.479743899746521,0.07576000000000001,0.06984,0.44,0.36
2025-06-25,1044376,25,-0.059732,-0.9595,0.7506,0.5085973808190523,0.06548000000000001,0.05568000000000001,0.44,0.48
2025-06-26,1098367,25,0.03441199999999998,-0.9799,0.9552,0.6415570074872535,0.09971999999999999,0.09516000000000002,0.36,0.56
2025-06-27,1114592,25,-0.181864,-0.9201,0.8221,0.5426867707103242,0.09632,0.050679999999999996,0.56,0.28
2025-06-28,1067020,25,-0.14902,-0.9709,0.6808,0.5167083486842456,0.1164,0.06372,0.48,0.36
2025-06-29,1111414,25,-0.091752,-0.9666,0.9231,0.5297835317334807,0.08655999999999998,0.06863999999999999,0.4,0.44
2025-06-30,889942,25,0.073468,-0.975,0.8555,0.5976924330924727,0.08968,0.08056,0.32,0.64
2025-07-01,311477,25,-0.09327999999999999,-0.9796,0.6124,0.4683166014567496,0.10792,0.07555999999999999,0.52,0.36
2025-07-02,539292,25,-0.267832,-0.9565,0.7579,0.45848660326775087,0.12448000000000001,0.05092000000000001,0.6,0.28
2025-07-03,619661,25,0.13584800000000002,-0.9485,0.9142,0.6184312230927543,0.07644000000000001,0.09632000000000002,0.36,0.56
2025-07-04,681677,25,-0.0057320000000000175,-0.9274,0.9464,0.5709983227435962,0.09952,0.09336,0.44,0.4
2025-07-05,678740,25,-0.126876,-0.9674,0.8442,0.5395211938598891,0.08860000000000001,0.04944,0.48,0.32
2025-07-06,656598,25,-0.08636799999999999,-0.9344,0.9638,0.5994234114346886,0.09688,0.07092000000000001,0.52,0.4
2025-07-07,653429,25,-0.129252,-0.9337,0.78,0.42270702394921233,0.08084,0.048679999999999994,0.44,0.32
2025-07-08,687039,25,-0.15916800000000003,-0.9118,0.8442,0.6172677744512506,0.11676,0.08036,0.6,0.36
2025-07-09,656789,25,-0.30924,-0.9643,0.9201,0.5800380628889797,0.1508,0.0636,0.68,0.24
2025-07-10,658441,25,-0.042963999999999974,-0.9432,0.9081,0.5286058810720895,0.07668,0.06976,0.44,0.52
